userName,score,content,length,at,sentiment_label
Sarimie23 Rebus23,1,"Game paling menjijikan menang 1 kalahnya 100 kali level kartu dan level musuhnya terlalu tinggi ,masa iya level 7 lawan level 10 lawan level 11 udah gk normal. Gua ngerti mekanisme match makingnya semakin sering menang bakal dikasih musuh yg setara .masa iya gua mau ngalah terus. Contohnya semakin tinggi trofi(2000 trofi) tapi kalau levelnya rendah(7) bakal dikasih lawan dengan level tinggi(11)tapi trofi rendah(2000)",420,2021-05-03 14:47:20,negative
alfine widiyarto,2,"Masalah no 1 jaringan, kedua level:) Padahal aku masih level 7, tapi knp kok musuhnya lv 10 keatas semua:) kalo cuma sekali dua kali sih masih bisa dimaklumin, tapi ini terusan loh.. Dan akhirnya uninstal adalah ending yang bagus buat aku:)",240,2020-08-31 21:19:50,positive
karin,3,bisa tidak di update buat orang yang main terus meninggalkan permainan sengaja gitu itu dikasih peringatan atau denda biar ngak merugikan pasangan donggg,153,2025-06-01 16:19:27,negative
Pengguna Google,5,Sangat seru dan bagus untuk melatih otak Yang pasti sesuai dg strategi masing masing (klo saya pake strategi dua arah) dan pliss lah yak bagi yg komen kalah level lah segala macem. Itu salah sendiri karena ngpush terus tanpa upgrade kartu biar naek lvl. Lagian kan bisa tau cara maen org pro tinggal dianalisis terus cari counter nya. THX😜,339,2019-11-08 15:36:00,negative
black knight,1,jaringan yang dibutuhkan harus seberapa besar? 5gbps?,53,2025-05-21 07:36:51,negative
Sebastian Axel Abimanyu,1,game Gajelas. sekali mau naik malah dikasih yang paling susah.!!,64,2025-05-31 17:59:44,negative
Rangga Maulana,5,game seru banget! dan sekarang aku mau naikin level sampai level 20,67,2025-05-25 13:10:37,positive
Pengguna Google,1,Tolong di perbaiki saat 1vs1 terkadang terasa memihak...bisa kalian coba sendiri terkadang kita bru mengeluarkan 2 pasukan musuh sudah mengeluarkan 3 pasukan dengan elixir yg sama...bila perlu di perlihatkan elixir misuh di layar supaya terlihat apakah memang tidak ada kecurangan...buktikan ini permainan strategi bukan permainan memihak....game yg menjengkelkan...,366,2018-11-27 09:01:59,negative
Dumas Eka,1,"ngotak lah masak level 8 vs 11 logikanya di mana ,tolong di kasih filter level yang seimbang",92,2025-06-05 07:53:44,negative
brutus,5,"saya sudah memainkan game ini dari tahun 2016 meski akun saya telah lama hilang karena lupa, untuk sekarang masih tetep seru, banyak mode permainan lain juga dan evolusi kartu. saya punya saran untuk fitur pertemanan buat agar kita bisa saling chat di lobby, itu saja. untuk tingkat kesulitan permainan itu memang tergantung skil player dan menurut saya itu masih seimbang",372,2025-03-11 18:30:34,positive
JOKO SUPRAPTO,1,"Lawan sering tidak sebanding jika hanya 1-2 level diatas nya gak masalah, ini bisa sampai 3-7 level diatasnya, gak logika,... Oia jika anda 2 level atau lebih di atas lawan anda namun anda hanya bisa menghancurkan 1 benteng anda belum bisa dianggap menang, itu menurut saya, apalagi kemenangan di tentukan setelah perpanjangan waktu habis, anda masih belum di katakan menang menurut saya.",388,2020-11-12 05:54:21,negative
Aidofi,5,"game bagus, buat mengisi kegabutan",34,2025-06-05 20:11:11,positive
Davit Maulana,1,"ptw, musuh saya benteng level tinggi, namun saya tidak pernah bertemu benteng lebih rendah dari saya",100,2025-06-01 05:29:26,negative
Tirta Ramdani,5,"menghiburr tapi ga bikin canduuu,hehee cocok buat di mainin di selah2 kesibukan😘🗿👊",82,2025-05-25 22:54:45,positive
Holong Panjaitan,1,"Gamenya gk adil. Setiap match musuhnya gk setara dengan level kita, selalu dapat musuh yg tingkat levelnya tinggi. Dan gk tau kenapa pengisian eliksirnya lambat bgt. Gara² itu trophy saya terus berkurang, walau peleton saya udah kuat. Jadi, tolong diperhatikan sistemnya supercell!",281,2023-12-20 12:27:40,negative
Pengguna Google,5,"Game nya sih bagus , tapi kenapa kalo mau tempur level musuh nya gak seimbang , kadang kadang level musuh jauh lebih tinggi dan kadang rendah , sebenernya aku baru main clash royale dan baru level 3 tapi kenapa langsung ketemu musuh level 6 ,7,8,9 ? kan bagi pemula pasti kesusahan , Tolonglah supercell lebih dipertimbangkan lagi masalah ini.",343,2020-03-05 16:13:10,negative
Ag hil,2,"Supercell, tolong berikan beberapa fiture seperti pelaporan beberapa pemain yg merugikan pemain lain. Karena seringkali disaat kita sedang ikut turnamen dan itu turnamen untuk 2 orang (2vs2) pemain lain yg jadi teman kita itu banyak bnget yg merugikan. Contoh touchdown 2vs2 kan! Nah yang jadi partner kita itu malah gak ikut main kan rugi kitanya udah kesempatan ikut makin berkurang gak dapat apa apa lagi. Klo gini terus saya sendiri juga akan uninstal clash royale. Jadi please! Terima kasih",495,2020-05-15 16:53:22,negative
Ajef Trijaya Tohpati,5,"Game-nya seru banget!!! terutama untuk para clasher,dan saran dari saya semoga lebih banyak lagi kartu baru yang di rilis dan arena baru...dan lebih seru lagi jika di clan tdk hanya ada leader,co-leader, elder tetapi juga ada bendahara (untuk mengurus keuangan clan),dan sekertaris.tetapi knp ya pas lagi tempur suka keluar sendiri dan suka lemot? Tolong di perbaiki",366,2023-03-27 20:02:38,negative
Reno Aja,1,"GAME PAY TO WIN!!! sekali main dapet musuh tower nya 1 level diatas ku, sekalinya dapet yg dibawah dek/pion nya ada yg gw gak punya, pdhl dia dibawah/sebanding!!! Game nya kacau, gada yang sesuai dengan skil atau yang sama denganku!!! Sorry min bukannya mau gimana, tapi itu benerin dulu....gak seimbang lawannya🙏",313,2024-01-12 00:08:51,negative
renaldy rhamadan renaldy,1,bagusan yang dulu gak perlu update kalau gitu malah makin susah buat nyari card-nya bagusan ada toko season,107,2025-04-08 17:46:29,positive
Matheas Wijaya,5,"Gamenya seru banget, buat dirumah aja emang cocok. Hebat, dulu gua main masi belum banyak update, tapi sekarang sudah di update. Bug nya hilang semua, kalaupun ada, aku tidak menghiraukannya karena setiap permainan pasti asa kesalahan. Hebat banget SUPERCELL",258,2020-05-15 17:46:01,positive
Dea Valencia,1,"Minimal kalo mau kasih lawan ya sepadan dikit, beda level 1 wajar, nah ini paleton gwe level 10/11 an, di kasih lawan yang level 13/14, emng game kocak, dan 1 lagi server sering coba lagi padahal buat main coc aman,, ini di buat main tiba"" jaringan ""COBA LAGI"" HADEHH, CRASHHH PARAH NI GAME",290,2025-05-24 09:30:44,negative
멜리티사스미타,1,"saya level 6 (dek kartu paling tinggi lvl 7 baik itu langkah tau epik) lawan saya selalunya level 8 (dek kartu rata level 7, 8 & 9, kartu langkah & epik bahkan ada legendarisnya) presentase manang saya lawan mereka dri 10 cuman 4 njir. kalah di level tower dan kartu dek. DARK SYSTEM",283,2025-06-09 07:02:20,negative
YUTA OKKOTSU,1,"Untuk orang yang sudah bermain sejak bangku sekolah,Okelah menang/kalah udah biasa namanya juga game strategi harus pandai baca pola permainan musuh. Tapi makin lama kok mulai terasa enggak adil aja alur permainannya, bayangin aja benteng ku level 10 kok bisa kalah sama benteng level 7 cuma karna kartu evolusi nya 2 sama kartu legendaris 1 kan gak adil banget ini permainan. jadi bingung sendiri ini game adu Strategi atau adu PAY TO WIN. Pulang kerja niatnya ngilangin stres malah tambah stress",497,2025-06-20 08:10:03,negative
Fadilah Saputra,1,game apa ini saya sudah topup banyak di akun ku tapi akun saya hilang karna sudah ga ada fitur Google Play game kalo bisa kembali lagi saya bakal main lagi cumen kalo untuk buat akun baru saya tidak mau karna sudah menghabis kan banyak uang di akun lama,253,2025-06-22 05:09:28,negative
hari pansyah,1,"Di arena 19+ sering bertemu pemain bodoh tapi top up, sehingga permainan tidak seimbang di level pleton. Kenapa bodoh? karena dengan level pleton setinggi itu 13-15 tapi tidak bisa naik ke arena 20+ hahaha. Memang ini bisnis dan harus menguntungkan developer, tapi sangat merugikan pemain setia yang gratisan. level pleton saya 10-12. Match making sangat berantakan!!!",368,2025-06-17 19:16:32,negative
Ilham,5,saya ga peduli level musuh lebih tinggi pas liga itu yang bikin kita lebih tryhard soalnya selama saya main dengan level yg jauh berbeda saya sanggup mengalahkan nya ini cuma soal tentang skill,193,2025-07-03 04:16:52,negative
Fitri Nurfitriani,4,"Perkenalkan namaku Nanda. Kelas 8, main game ini sudah 4 tahun. Udah mulai ada perubahan tidak seperti dulu. Tapi kenapa ketika aku battle kadang error disaat saat kritis. Wifi nyala, kuota ada, Tapi kenapa sering error disaat kritis. Tolong diperbaiki",252,2020-05-31 00:49:39,negative
Ahmad Muttaqin,4,"saran nih ya,, untuk game taktik fusi coba tiru deh spt MC nya ML. bisa di refresh untuk pemilihan karakter/hero. jadi tidak hanya bermodalkan nasib (gabisa milih). sehingga kesannya siapa yang beruntung dia yang pasti menang. sekali gada yang mau dipilih lalu elixir habis, dijual pun makin berkurang elixir krn biaya beban jualnya.. ketika ada karakter pilihan muncul eh ternyata kurang elixirnya, shg mau gamau nunggu ronde selanjutnya. itupun klo menang, klo kalah lngsng boncos..",484,2025-07-07 00:44:05,negative
Kamal Askhar,3,"dalam segi pertandingan kurang, karna kurangnya keadilan, dalam segi penyimpanan gede banget, padahal ga terlalu banyak resource yang di butuhin, kecilin lagi dong kek dulu, pas zaman awal main cuma 100mb sekarang udah mau 1 gb gila",232,2025-06-27 22:36:25,negative
Chen_ Satria,1,rasanya ingin main lagi. tapi apalah daya tombol goggle buat masukin akun sudah hilang. mau pulihkan sangat sulit. padahal akun sudah besar kok di hapus percuma... karena belum sempat hungkan ke supercell ID. auto hapus lagi😡,225,2025-06-23 14:02:31,negative
marvel jevon,1,"game goblokk. kebanyakan update gak jelas"". pecat saja itu tim kreator supercell sekarang. game clash royale makin lama Pay To Win. Saya di Epic comeback dengan musuh yang pake 2 kartu evolusi. Aneh. 3 Ekor Jerangkong dengan 1 elixir, bisa keluar terus, jumlahnya ngalah"" in skeleton army + musuh pake 1 Canon evolusi. Mending kembalikan clash royale jaman peti dulu, tanpa lucky box apalah gak jelas.",401,2025-07-04 21:27:23,negative
Eddy Hendra Ruan,1,buat kalian masih ragu untuk Top up di apk ini saya ada pengalaman saya sendiri yang top up di Clash Royale tapi pakai pembayaran lewat Indomaret tidak ku sarankan bro gw udah pernah top up sekali habis 200k lebih tapi dapat ganguan dari pusat Clash Royale padahal pembayaran nya sudah masuk dan di suruh tunggu sudah tunggu 3 hari pun ga masuk jadinya hangus 200k + semoga pihak Clash Royale bisa memperbaiki kesalahan ini agar tidak kejadian hal yang sama terimakasih 🙏,471,2025-07-03 17:37:54,negative
Wisnu Subiantoro,1,"parahh sekarang gk bisa log in lagi,padahal udh pernah punya ini akun,Jangan download deh, musuhnya pasti gak seimbang terus masa gua level 7 aja musuh lewel 11,bahkan musuh level 13 Cocok buat nguji kesabaran di bulan Ramadhan",227,2025-06-18 06:54:35,negative
Langgeng Hermawan,1,"gak adil banget ketemu musuh dengan level yangjauh lebih tinggi, jadi sering kalah😞",83,2025-05-11 15:10:07,negative
Iyan Agussaputra55,5,"Alhmdulillah dari thn 2018-2020 saya sangat menyukai game ini, Dan buat yg ngoceh, lawannya ga seimbang, lawannya ga seimbang, mending pelajari dulu kenpa bisa seperti itu? Karena di clash royale itu lawan bukan tergantung level tapi trgantung trofi kita, misal saya lvl 5 trofinya 1000, trus ada yg lvl 10, trofinya juga baru 1000, nah itu akan ada kemungkinan jadi lawan kita, semoga bermanfaat, pelajari dahulu sebelum bertindak,",432,2020-08-31 21:22:30,positive
Wilson bagas,3,"Untuk sekarang sistem match dengan musuhnya tidak sepadan, pemain lama yang baru main kembali dihadapkan dengan pemain lain yang memang sudah pro dan ahli. Tolong di perbaiki lagi, dan kalau bisa berikan fitur Come back player mode. Agar pemain lama yang baru main lagi dapat beradaptasi. Dan juga sistem matching musuhnya jangan yang sampai kelas berat juga, kasihan player baru yang masih belajar dihadapkan dengan player pro yang notabennya susah untuk mengadapinya.",469,2024-01-29 12:09:43,negative
Saia Holang,1,"Sistem pencocokan mohon diperbaiki, waktu saya main di hari pertempuran masa dikasi lawan yg levelnya lebih tinggi semua? (Gimana menangnya hah?! buset sengaja bangt di kalahin) Sempat juga saya waktu main di level 8 malah dikasi lawan level 11. Buset, lebih tinggi 1 level aja sering kalah, lha ini 3 level.",308,2022-02-06 14:27:35,negative
•Reza Gangs•,3,"After update. I give you 3 star sorry. But i don't like this concept. Thanks Tolong konsep war clan nya di ubah lagi. Seperti point war dari setiap pemain dibuat tetap bukan dirubah ke 0 lagi. Lalu point war yang sudah didapat kapal war langsung berlayar, bukan seperti sekarang.",279,2021-06-11 06:51:02,negative
Pengguna Google,4,"Gamenya udah top dan menarik kalau buat saya. Game ini udah lumayan kalau dalam grafis, hero, arena, dan game ini cukup menarik. Untuk battle udah bagus dan cukup adil karena kita mendapat lawan yang trofinya tidak terlalu jauh dari kita, dan leven kastil paling beda 1 level. Pokoknya udah top, hero juga udah banyak, dan menarik, juga game nya santai bisa kita mainin sambil rebahan di rumah. Kayaknya gitu aja yang lain udah sempurna apa adnya.",447,2020-04-08 09:21:35,positive
Tukang Dislike Para pengemis Like,1,"Game taik , sinyal bagus, semua app lancar, cuma di game ini doang yg udah berhasil masuk, terus"" an connection lost minta login ulang terus, dilogin ulang gitu lagi terus, bgst!! Makin lama bukannya makin bagus malah makin cacat !!!",233,2020-05-04 16:10:13,negative
Oppo Kidulselokan,1,"Ketika war,kekalahan yg paling saya benci ketika melawan dek kartu penunggang babi, tolong dong developer kartu penunggang babi nya di balance lagi. Masa eliksir nya cuma 4 tapi langsung ke tower lawan dgn cepat trs damage ny jg besar(tidak adil kan)... Trs di tambah lagi kadang kala merasa melawan com/cheat,..eksir nya terasa berjalan lambat,merasa seperti sudah di setting ,kalah 10x berturut2 baru bisa menang 2x berturut2. Sering jg dpt lawan tingkat 4x di atas kita.jngn kecewakan kami.thanks",499,2021-03-19 18:53:05,negative
Yaseen Shakeel,1,Pada update desember ini yang membuat saya merasa kesal adalah sistem point yang seperti dulu lagi kalo kalah -30 jadi main ngepush trophy jika menang sekali dan kalah sekali sungguh tidak ada bedanya membuat waktu terbuang sia-sia. Waktunya pensiun main Clash Royale lagi.,273,2021-01-02 08:26:10,negative
Kiki Matondang,3,"logically, game clash royale ini bagus. However, ada satu hal yang saya tidak begitu suka. First. dari Hero levels lawannya yang berbeda jauh dari kita. Second. dari gamenya, yang kadang ngelag, stuck di tengah pada saat login. buat yang pertama, saya tidak terlalu peduli. namun, namun yang kedua mohon di perbaiki, karena akan hal itu yang membuat gamenya tidak banyak yang bermain. thx",388,2024-05-10 01:43:09,negative
Yoga Yog,3,"Tolong diperbaiki lagi supercell,,aku bermain sambungan terputus terus padahal aku pakek wifi dan wifi nya kekuatan nya bagus kenapa kok masalah sambungan terputus terus! Yen gini posisi menang jadi kalah tolong supercell di perbaiki lagi biar pengalaman bermain nya lebih enak dan enjoy🥰",288,2023-06-29 19:48:06,negative
Nurman Sanne,5,permainan yang seruhsekali bukan cuma seru tapi melati otak kita menjadi cepat berwikir,87,2025-04-26 15:36:53,positive
Muhammad Hidayat78,5,"Bagus banget ni game, cuma biasa banyak lawan yang level hero nya diatas level hero kita, tapi gw lebih rekomendasikan Clash of Clans (terserah kalian sih tapi gw cuma kasih tau aja)",182,2025-06-23 13:23:39,positive
-TWINS- .LIFE.,5,"Ini game seru bangetttt ( beberapa tahun yang lalu ya 😂) Sekarang gamenya jadi ga ngotak, ngasih lawan yang levelnya beda jauh. Ini kayaknya disengaja sih biar kita kalah terus jadi sering mainin game ini : ( *Saran : kalau bikin sistem pertandingan, yang sportif dong... Ngasih musuhnya yang sepadan ( level sama )",315,2021-02-05 23:16:32,negative
Acop,4,permainan ini sangat menyenangkan! kalian harus mencobanya sekarang,67,2025-07-06 07:24:05,positive
Pengguna Google,1,"Supercell tolong dong perbaiki lagi masalah 1vs1 nya, musuh terkadang tidak imbang dalam segi level. Walaupun decknya levelnya kurang lebih tapi dalam segi tower nya berbeda level juga mempengaruhi dalam permainan. Saya kurang suka karena musuhnya selalu tidak imbang dengan kita",279,2020-03-05 07:33:44,negative
Ririn Peristiwayati,5,Untuk game nya memang bagus dan membuat orang dapat berpikir lebih kritis tetapi apakah bisa untuk mendapatkan mungsuh yg sepadan gitu? Agak mengerikan kalau dapat mungsuh yg bahkan troops nya udah level tinggi dan mempunyai legendaris card yg bahkan level nya juga tinggi....,276,2021-11-15 19:16:04,negative
Arm Shop,1,Kapada pihak supercell untuk game nya sudah bagus dan semakin seru. Tapi tolong diperbaiki untuk di pencarian lawan karena setiap saya bermain selalu ketemu player yang trophy mahkotanya selalu lebih tinggi dan juga sangat jauh jaraknya dari saya. Itu dapet berpengaruh bagi peleton di akun saya karena perbedaan level yang jauh.,329,2024-04-18 18:53:18,negative
Emma Ye,3,"Bisakah pencarian musuh dibatalkan saja jika tidak ada level deck seimbang ?. Jangan dipaksa main dengan level yang jauh beda levelnya. Bagi sebagian pemain mungkin ada yang tidak mempermasalahkan beda deck, tapi kalau sekalian ketemu deck tinggi juga level kartu yang beda sampai 3 atau 4 level, dikeroyok pun tetap kalah.",323,2020-08-31 21:27:45,negative
Irvan Yes,5,"Hai supercell, kebanyakan orang pasti menyari game yang menyenangkan dan simpel,seperti clash royale,tapi kebanyakan para pemain mengeluhkan soal matchmaking yang tidak adil,kalau kita melihat di tv royale,ada pemain dengan level raja 1 di arena arena yang cukup tinggi dan mendapat lawan yang sepadan,yaitu level 1 juga,itu hanya contoh,kenapa matchmaking tidak menganut level melainkan tropi ? Mungkin ini aneh,tapi kalau tropi sama,paling tidak level raja dan kartu sama.Itu saja.",483,2021-12-06 17:19:12,negative
Davindra Ramadhan Hadi Putra,4,Terimakasih untuk developer...gamenya cukup bagus dan seru untuk dimainkan diwaktu gabut...dan untuk kartu udah cukup banyak dan untuk updatenya juga udah cukup bagus..hanya saja kekurangannya adalah ketika kita bermain mach. Tarkadang kita bertemu musuh atau lawan yang tidak seimbang levelnya dan itu memengaruhi game play yang lebih sulit atau lebih mudah....mohon untuk diperbaiki sementara bintang 4 tapi untuk ledepannya akan ada bintang 5,445,2020-12-02 10:39:03,negative
Rahmat Suryadi,1,"Ini buat developer, saya harap musuhnya bisa seimbang dong, benteng saya level 8 tapi musuh saya level 10 sampai 11 dan pernah kejadian melawan level 13 dan terjadinya sudah berkali-kali, masalahnya di level segituan pasti perbedaan sudah benar-benar jauh seperti card level, hp maupun kerusakan benteng. Gimana caranya saya bisa menang kalau lawan saja tidak seimbang wahai developer? Saya sudah di tingkat Penantang 2 dan tidak pernah tembus.",444,2020-11-04 07:22:54,negative
muh nasrul,1,"Aslinya sih, bagus gamenya, menantang dengan Level benteng musuh yang lebih tinggi,tapi kalo level card nya juga lebih tinggi jelas kalah damage sama HP nya, Tolong perbaiki sistem metch nya, meskipun pencarian lawannya berdasarkan trofi tapi level tidak seimbang,dan perbaikan masalah jaringan yang tiba tiba lambat,dan mode goblin,kalau mau kasih komputer kasih yang ngotak lah masa iya gw LV 11 komputernya 13-14",415,2024-09-02 14:46:11,negative
Juliman,1,"Ini game kurang ajar sistemnya,ketika kita mau naik level berikutnya sistem akan mempertemukan kita dengan musuh yg sulit agar tidak jadi naik,ketika kita kalah kita akan dipertemukan dengan bot dan player yg sinyalnya lemah... Pesan: jangan push tropi! Karena sistem tidak mengizinkan kalian cepat menang, sistemnya kayak judi online slot Saya memutuskan untuk berhenti bermain.",379,2022-07-13 22:42:17,negative
Pengguna Google,5,"game ini menggunakan otak,, kalo yg komplain karna ngk bisa menang dg lawan yg level tinggi berarti dia ngk bisa atur strategi,, alias goblok, terkadang juga bikin emosi, karena ada pola pada game ini, dimana kita ngk bisa menang terus2 tapi akan ada momen kalah sampe trofi turun tapi setelah didiamkan sesaat main lagi pasti kita akan menang, bukan kah sudah diinfokan oleh pihak game ke kita melalui info2 yg diberikan saat login?",433,2019-07-01 19:37:01,negative
Phantomfox06,1,"Ga seimbang, pemula bisa ketemu expert, Bener pay to win, bukan free to play kayak game pendahulunya. Level kartu sama Tower ga disesuaikan berdasarkan punya kita, kadang beda 1 bahkan bisa beda 3. Intinya klo lu mau main disini buat have fun, gw saranin mending main Coc, kalo ga main serius bisa Stress.",305,2022-01-31 16:59:04,negative
Naufal Nawwaf2,5,game buatan supercell terbaik semuanya,38,2025-07-03 19:55:53,positive
Fadillah Rizky,1,"Saya kehilangan 2 akun saya yang saya tautkan ke gmail, karena dampak perpindahan akun ke supercell. Terima kasih supercell telah menemani saya sejak 2015 meskipun sekarang sangat kecewa akun saya hilang/tidak bisa login/tidak terdaftar di akun supercell",254,2024-01-06 10:35:08,negative
Pengguna Google,4,"Sedikit saran untuk game ini, sebelum dimulai pertempuran, baik itu ranked maupun non ranked, agar kiranya ditampilkan pilihan dek yg ingin diturunkan, seperti di dalam pertempuran klan. Supaya bisa meminimalisir salah bawa dek tempur. Karena jujur, ini sangat mempengaruhi kondisi player ketika bermain. Terima kasih.",318,2019-11-01 04:00:22,positive
Obi Wan,2,"Download lagi setelah 3 tahun lamanya ( 2018 ) Katanya strartegi tapi selama saya main MEMBAYAR adalah cara menang. build kita akan selalu kalah sama yang membayar mahal( menang level + kartu legend) Matchmaking nya cepat tapi seperti melawan bot (berdasarkan histori yg aneh buat seorang pemain) trophy 3000an serasa pemain 1k kebawah Sekali lawan yang manusia beneran, kartu mereka legendary semua + high level. Sudah bukan seperti dulu yang trophy 3000an dimana saya masih kalah strartegi 🙄",493,2021-03-15 08:56:50,negative
Samuel Hutauruk,4,"Mengecewakan!!! cr sekarang gak seru ah.. apa-apa mainnya meta deck, kartu rata-ratanya berat bisa menang kayak gak ada habis-habisnya tuh elixir, masih bagusan cr yang dulu mainnya juga fun gak kayak sekarang bikin gak mood main, akun gw ada 10 masuk liga semua sakin niatnya main, tapi gamenya malah makin mengecewakan sih, ya lebih disetarakan lah masa electro giant kebal banget, harapannya sih ada pembaharuan aturan gitu, gw udh main cr dari awal pre register, jadi udh banyak pengalaman main",498,2021-12-30 18:11:21,negative
Teguh Teguhi,3,Gua kasih bintang 3 dlu coz game ini termasuk curang...pertempuran yg tidak se imbang pasti semua paham lah..,109,2025-02-09 09:23:23,negative
ROMAN ARBANI,1,"Kembalikan mode jalur legenda seperti dulu jangan mode draft percuma capek2 kita up kartu yang kesukaan kita tapi malah ngak bisa kita mainkan,banyak pemain yang tidak main jalur legenda karena tidak bisa memainkan kartu yg mereka sukai... Dan satu lagi kembalikan mode pesta seperti dulu agar pemain mudah mendapatkan peti untuk mendapatkan kartu2 tambahan agar bisa cepat di tingkat levelnya... Sekian dan terimakasih,di mohon dengan sangat.....",447,2023-04-23 12:01:23,negative
Ahmad Reza,5,"mantap walaupun butuh waktu untuk penyesuaian gameplay, maklum player veteran",77,2025-03-08 10:52:35,positive
aedsky,1,saya akan kasih B5 jika mendapat lawan yang sepadan(level defense masih 6 tapi musuhnya udah pada 7-9 paling sering lv8) ga adil bgt jir apa gw nya kecepetan naik,162,2025-02-15 18:21:37,negative
Kholas 2006,1,"Woi mnyt benerin lh sinyal nya, bbi lu, masa sinyal fine² aj, try again mulu, mana lg perang lg Gjls bgt.",105,2025-02-05 19:16:06,negative
Qhuareerh channel,1,"Please kalau sinyal tiba-tiba hilang sedetik, jangan langsung otomatis keluar game😡",83,2025-02-22 17:23:54,negative
Harun Rachman,1,"sinyal bagus tapi menyambungkan terus, tulisan coba lagi terus. PAYAH",69,2025-02-06 22:07:16,negative
Aditya Putra,1,"Jaringan nya mohon di stabilkan masak pas main disconnect trus ,main game lain aman aman aja",92,2025-02-05 18:08:22,positive
ismail kholik,1,"Payaaah ne game ,, ketemu ama level pasukan musuh lebih tinggi,, ya pasti kalah lahh",84,2025-02-25 19:04:10,negative
Rifqi Salam Basyarahil,1,"matchmaking tidak adil, harus top up agar dapat kartu dan level yang bagus, ampassss",84,2025-03-23 11:02:28,negative
Davi Juliano,5,"game yang lebih santai dan tenang Terimakasih pihak supercell telah menciptakan game yang sangat asik,seru,dan menyenangkan😇🙏💛",126,2025-02-17 18:17:34,positive
Hermawan Susanto,1,"Game merusak mental, udah mau naik ke 3000 trophy di kasih musuh ga ngotak beda level 😡😡😡",89,2025-02-09 08:19:21,negative
RAFFAEL WANGKO,2,tiap mau menang selalu sinyal langsung buruk itu musuhnya cheat apa gamenya yg ga beres padahal jaringan saya bagus,115,2025-03-29 23:23:36,negative
xuly bubuts,1,"""Pembayaran sedang di proses"" sudah lebih dari 4 jam masih juga belum masuk.. Lama banget",89,2025-02-01 08:47:39,negative
Benayon Utah,2,game aneh masih level rendah di tandingin sama ya udah level jauh tinggi ngotak lah,83,2025-03-01 13:43:42,negative
Miftah Nur Rizki,1,"banyak cheater ngendaliin jaringan kita, jaringan lancar kok di game gada jaringan gimana sih",93,2025-02-22 15:04:38,negative
Rizki Kentang,5,"gaem nya cocok, dan gampang di mainkan,dan karena saya pemain CLAS off Clans jadi nya saya tau seberapa kuat kartu yang saya miliki",131,2025-04-07 09:47:39,positive
Joe S,1,Game paling curang!! Main Lawan AI !! Ud banyak yg kluar dari clan atau ga mau main game ini lagi!!,99,2025-04-01 04:57:50,negative
Ferry Vidiansyah,1,please lah kasi lawan imbang masa di sandingkan sama kita yang kecil2 emang game P2W bah,88,2025-06-30 20:26:14,negative
badut _uqy,5,Tolong berikan lawan dengan level yang setara jangan diberikan lawan dengan level yang terlalu tinggi,101,2025-03-12 18:28:17,negative
M Rafli Fathi Athallah,3,"Tolong untuk pihak developer untuk membuat permainan lebih fair lagi..tidak ada delay untuk masuk ke pertandingan real time ini karena ke2 pihak harus sama2 siap, sering terjadi salah 1 player sedang loading sehingga telat masuk kedalam battle dan menguntungkan player lain. That's make an unfair gameplay!",306,2020-10-18 05:16:11,negative
Zhafran Al,5,"mantapp terus di tingkatkan, agar bisa menyaingi rival game lain",64,2025-02-11 09:26:58,positive
Moch Nasir,5,Developer. Tolong di fix tiap masuk slalu koneksi terputus,58,2025-03-29 14:32:29,negative
Muhammad Rudi (Abee),1,"terlalu p2w bahkan season shop dihapus golden pass di hapus lama lama saya berhenti juga,dulu seru sekarang bikin stres dark system,player toxic,game pelit juga",160,2025-03-30 17:18:07,negative
Adiy,1,"sangat kecewa dengan pembaruan terbarunya, developernya semakin pelit",69,2025-04-08 14:54:56,negative
MUH ALFIAN 2205 ALFIAN RAHMAN,3,kenpa setelah saya dowload clash royal ini kembali tdk bisa masuk tulisannya bilang memperbarui terus nggk login login,118,2025-03-24 09:17:56,neutral
mas pereng,2,"Saya kasih bintang 2 ,, alasannya simpel setiap saya war ga dapat lawan yang seimbang ,, sebagai contoh level tower saya 9 di kasih lawan tower level 11 jelas saya ga bisa lawan,, tolong untuk kedepannya diperbaiki",214,2024-04-18 17:54:20,negative
Louise Kevin Widjaja,1,Level gk sesuai dgn raja kita gw lvl 11 musuh dah level 12 ke atas tolong di samakan levelnya ya! Dan juga ketika saya membuat akun baru di akun baru king musuh level 7 kalo saya level 5 ini game gak ada pemikiran sama sekali. Dan juga musuh yang dilawan memiliki karu yang lebih bagus jauh. Ini game diciptakan untuk tidak pernah menang...,340,2022-07-14 10:29:45,negative
Zyx Ow,1,perbaiki matchplaynya dong masa lvl kartuku msih lvl 12 ketemu musuh pake full lvl 15 ngotek dikit dong hadeuh,110,2025-01-25 22:36:37,negative
Agus Tian,2,"yang adil dong saya menang 1 kalah 5 kali padahal saya main game ini sudah 3 tahun peleton juga all lebel 11,12,13 tolong perbaiki",130,2025-03-09 12:21:17,negative
SIGNYAL “_” ANNOYING,1,"Tolong diperbaiki dan dikondisikan machtnya ya supersel. Karena setiap saya main pasti aja pemain musuh yang level pasukannya lebih tinggi dari saya. Tolong diperbaiki dan dikondisikan, jangan cuma baca lalu tinggalkan kaya mantan mu",233,2023-10-25 23:27:00,negative
Rahmat Fauji,1,Masa pake data ga jadi pake wifi mlh lancar game apaan baru juga main,69,2025-02-25 18:26:28,negative
